HGNC ID	Approved symbol	Previous symbols	NCBI Gene ID
HGNC:39780	PSMC1P5		
HGNC:39781	PSMC1P6		643766
HGNC:39782	PSMC1P7		646085
HGNC:39783	PSMC1P8		390297
HGNC:39784	PSMC1P9		643668
HGNC:39785	PSMC1P10		388925
HGNC:39786	PSMC1P11		442153
HGNC:39787	PSMC1P12		644094
HGNC:39788	PSMC1P13		100422305
HGNC:9548	PSMC2		5701
HGNC:54571	PSMC2P1		729674
HGNC:54573	PSMC2P2		100422271
HGNC:9549	PSMC3		5702
HGNC:17928	PSMC3IP		29893
HGNC:9550	PSMC3P1	PSMC3P	5703
HGNC:9551	PSMC4	MIP224	5704
HGNC:9552	PSMC5		5705
HGNC:9553	PSMC6		5706
HGNC:20634	PSMC6P1	PSMC6P	266723
HGNC:30149	PSMC6P2		160410
HGNC:34012	PSMC6P3		100128218
HGNC:9554	PSMD1		5707
HGNC:9559	PSMD2		5708
HGNC:30154	PSMD2P1		266783
HGNC:9560	PSMD3	TSTA2	5709
HGNC:9561	PSMD4		5710
HGNC:9562	PSMD4P1	PSMD4P, PSMD15	54035
HGNC:9563	PSMD5		5711
HGNC:9564	PSMD6		9861
HGNC:40480	PSMD6-AS1		
HGNC:44125	PSMD6-AS2		100507062
HGNC:9565	PSMD7		5713
HGNC:53056	PSMD7-DT		101928035
HGNC:7202	PSMD7P1	MOV34L, PSMD7L	280637
HGNC:9566	PSMD8		5714
HGNC:34013	PSMD8P1		100422411
HGNC:9567	PSMD9		5715
HGNC:9555	PSMD10		5716
HGNC:16602	PSMD10P1	PSMD10P	170541
HGNC:30151	PSMD10P2		280644
HGNC:30152	PSMD10P3		338091
HGNC:9556	PSMD11		5717
HGNC:9557	PSMD12		5718
HGNC:30153	PSMD12P1	PSMD12P	317753
HGNC:9558	PSMD13		5719
HGNC:16889	PSMD14		10213
HGNC:56104	PSMD14-DT		101929512
HGNC:54533	PSMD14P1		100131284
HGNC:9568	PSME1		5720
HGNC:9569	PSME2		5721
HGNC:20632	PSME2P1	PSME2P	257093
HGNC:30160	PSME2P2		338099
HGNC:30156	PSME2P3		338095
HGNC:30157	PSME2P4		338096
HGNC:30158	PSME2P5		338097
HGNC:30159	PSME2P6		338098
HGNC:9570	PSME3		10197
HGNC:29856	PSME3IP1	C16orf94, FAM192A	80011
HGNC:20635	PSME4		23198
HGNC:9571	PSMF1		9491
HGNC:3043	PSMG1	DSCR2	8624
HGNC:24929	PSMG2	TNFSF5IP1	56984
HGNC:22420	PSMG3	C7orf48	84262
HGNC:22230	PSMG3-AS1		114796
HGNC:56588	PSMG3P1		
HGNC:56593	PSMG3P2		
HGNC:21108	PSMG4	C6orf86	389362
HGNC:17202	PSORS1C1	C6orf16	170679
HGNC:17199	PSORS1C2	C6orf17	170680
HGNC:17203	PSORS1C3		100130889
HGNC:20320	PSPC1		55269
HGNC:52951	PSPC1-AS2		
HGNC:42033	PSPC1P1		642395
HGNC:42643	PSPC1P2		100873875
HGNC:9577	PSPH	PSP	5723
HGNC:9578	PSPHP1	PSPHL	8781
HGNC:9579	PSPN		5623
HGNC:24472	PSRC1		84722
HGNC:28578	PSTK	C10orf89	118672
HGNC:9580	PSTPIP1		9051
HGNC:9581	PSTPIP2		9050
HGNC:9582	PTAFR		5724
HGNC:30449	PTAR1		375743
HGNC:9583	PTBP1	PTB	5725
HGNC:20030	PTBP1P		122888
HGNC:17662	PTBP2		58155
HGNC:10253	PTBP3	ROD1	9991
HGNC:22198	PTCD1		26024
HGNC:25734	PTCD2		79810
HGNC:31718	PTCD2P1		100131302
HGNC:45168	PTCD2P2		100132487
HGNC:24717	PTCD3		55037
HGNC:9585	PTCH1	NBCCS, PTCH	5727
HGNC:9586	PTCH2		8643
HGNC:26392	PTCHD1		139411
HGNC:37703	PTCHD1-AS		100873065
HGNC:24776	PTCHD3		374308
HGNC:44945	PTCHD3P1		387647
HGNC:44946	PTCHD3P2		100533664
HGNC:44947	PTCHD3P3		100533665
HGNC:21345	PTCHD4	C6orf138	442213
HGNC:21290	PTCRA		171558
HGNC:37127	PTCSC1	PTCSC	100302522
HGNC:44086	PTCSC2		101928337
HGNC:43959	PTCSC3		100886964
HGNC:9587	PTDSS1		9791
HGNC:15463	PTDSS2		81490
HGNC:9588	PTEN	BZS, MHAM	5728
HGNC:9589	PTENP1		11191
HGNC:48773	PTENP1-AS		101243555
HGNC:9590	PTER		9317
HGNC:23734	PTF1A		256297
HGNC:9591	PTGDR		5729
HGNC:4502	PTGDR2	GPR44	11251
HGNC:9592	PTGDS		5730
HGNC:9593	PTGER1		5731
HGNC:9594	PTGER2		5732
HGNC:9595	PTGER3		5733
HGNC:9596	PTGER4		5734
HGNC:9597	PTGER4P1		5735
HGNC:9598	PTGER4P2		
HGNC:44749	PTGER4P2-CDK2AP2P2		442421
HGNC:38498	PTGER4P3		
HGNC:9599	PTGES	MGST1L1	9536
HGNC:17822	PTGES2	C9orf15	80142
HGNC:48711	PTGES2-AS1		389791
HGNC:16049	PTGES3		10728
HGNC:43943	PTGES3L		100885848
HGNC:43946	PTGES3L-AARSD1		100885850
HGNC:43824	PTGES3P1		284672
HGNC:43822	PTGES3P2		
HGNC:43823	PTGES3P3		441050
HGNC:43825	PTGES3P4		
HGNC:43826	PTGES3P5		
HGNC:9600	PTGFR		5737
HGNC:9601	PTGFRN		5738
HGNC:9602	PTGIR		5739
HGNC:9603	PTGIS		5740
HGNC:18429	PTGR1	LTB4DH	22949
HGNC:20149	PTGR2	ZADH1	145482
HGNC:28697	PTGR3	ZADH2	284273
HGNC:9604	PTGS1		5742
HGNC:9605	PTGS2		5743
HGNC:9606	PTH		5741
HGNC:9608	PTH1R	PTHR, PTHR1	5745
HGNC:30828	PTH2		113091
HGNC:9609	PTH2R	PTHR2	5746
HGNC:9607	PTHLH		5744
HGNC:9611	PTK2		5747
HGNC:9612	PTK2B	FAK2	2185
HGNC:9617	PTK6		5753
HGNC:9618	PTK7		5754
HGNC:9623	PTMA	TMSA	5757
HGNC:9624	PTMAP1		5758
HGNC:9625	PTMAP2		5759
HGNC:9626	PTMAP3		5760
HGNC:9627	PTMAP4		5761
HGNC:9628	PTMAP5		150928
HGNC:16573	PTMAP6		170542
HGNC:20031	PTMAP7		326626
HGNC:42437	PTMAP8		728873
HGNC:34054	PTMAP9		100506248
HGNC:53978	PTMAP10		442727
HGNC:53979	PTMAP11		441454
HGNC:53982	PTMAP12		728026
HGNC:53983	PTMAP13		105371898
HGNC:53984	PTMAP14		105373140
HGNC:53985	PTMAP15		112935968
HGNC:9629	PTMS		5763
HGNC:9630	PTN	NEGF1	5764
HGNC:9632	PTOV1		53635
HGNC:44174	PTOV1-AS1		100506033
HGNC:51284	PTOV1-AS2		101928378
HGNC:56490	PTOV1P1		442087
HGNC:9634	PTP4A1		7803
HGNC:41928	PTP4A1P1		100421652
HGNC:41929	PTP4A1P2		100499563
HGNC:41930	PTP4A1P3		
HGNC:41931	PTP4A1P4		100129564
HGNC:41932	PTP4A1P5		100289380
HGNC:41933	PTP4A1P6		100129472
HGNC:41934	PTP4A1P7		100421681
HGNC:9635	PTP4A2	PTP4A	8073
HGNC:9637	PTP4A2P1	PTP4AP1	5767
HGNC:9638	PTP4A2P2	PTP4AP2	5769
HGNC:9636	PTP4A3		11156
HGNC:9308	PTPA	PPP2R4	5524
HGNC:30184	PTPDC1		138639
HGNC:26965	PTPMT1		114971
HGNC:9642	PTPN1	PTP1B	5770
HGNC:9650	PTPN2	PTPT	5771
HGNC:9653	PTPN2P1	PTPN2P, PTPTP1	646981
HGNC:9654	PTPN2P2		646758
HGNC:9655	PTPN3		5774
HGNC:9656	PTPN4		5775
HGNC:9657	PTPN5		84867
HGNC:9658	PTPN6		5777
HGNC:9659	PTPN7		5778
HGNC:9661	PTPN9		5780
HGNC:9644	PTPN11	NS1	5781
HGNC:56465	PTPN11P1		344593
HGNC:56466	PTPN11P2		100421822
HGNC:56467	PTPN11P3		442263
HGNC:56468	PTPN11P4		391771
HGNC:56469	PTPN11P5		442113
HGNC:9645	PTPN12		5782
HGNC:9646	PTPN13		5783
HGNC:9647	PTPN14		5784
HGNC:9649	PTPN18		26469
HGNC:23423	PTPN20	PTPN20A, PTPN20B	26095
HGNC:23424	PTPN20CP	PTPN20C	653045
HGNC:9651	PTPN21		11099
HGNC:9652	PTPN22	PTPN8	26191
HGNC:14406	PTPN23		25930
HGNC:55397	PTPN23-DT		
HGNC:9664	PTPRA	PTPRL2, PTPA	5786
HGNC:9665	PTPRB	PTPB	5787
HGNC:9666	PTPRC	CD45	5788
HGNC:9667	PTPRCAP		5790
HGNC:9668	PTPRD		5789
HGNC:49753	PTPRD-AS1		101929407
HGNC:49754	PTPRD-DT	PTPRD-AS2	101929428
HGNC:9669	PTPRE		5791
HGNC:9670	PTPRF	LAR	5792
HGNC:9671	PTPRG	PTPG	5793
HGNC:44638	PTPRG-AS1		100506994
HGNC:9672	PTPRH		5794
HGNC:9673	PTPRJ		5795
HGNC:50634	PTPRJ-AS1		
HGNC:9674	PTPRK		5796
HGNC:40484	PTPRK-AS1		101928140
HGNC:9675	PTPRM	PTPRL1	5797
HGNC:9676	PTPRN		5798
HGNC:9677	PTPRN2		5799
HGNC:40488	PTPRN2-AS1		100506585
HGNC:9678	PTPRO		5800
HGNC:9679	PTPRQ	DFNB84	374462
HGNC:9680	PTPRR	PTPRQ	5801
HGNC:9681	PTPRS		5802
HGNC:56210	PTPRS-AS1		
HGNC:9682	PTPRT		11122
HGNC:40491	PTPRT-AS1		101927138
HGNC:55715	PTPRT-DT		
HGNC:9683	PTPRU		10076
HGNC:13421	PTPRVP	PTPRV	148713
HGNC:9685	PTPRZ1	PTPZ, PTPRZ	5803
HGNC:9686	PTPRZ2		5804
HGNC:27039	PTRH1	C9orf115	138428
HGNC:24265	PTRH2		51651
HGNC:33782	PTRHD1	C2orf79	391356
HGNC:9689	PTS		5805
HGNC:9690	PTTG1	TUTR1	9232
HGNC:13524	PTTG1IP	C21orf3, C21orf1	754
HGNC:55318	PTTG1IP2		102723899
HGNC:20055	PTTG1P1	PTTG4P	326315
HGNC:56817	PTTG1P2		100127954
HGNC:9691	PTTG2		10744
HGNC:13422	PTTG3P	PTTG3	26255
HGNC:9692	PTX3	TNFAIP5	5806
HGNC:14171	PTX4	C16orf38	390667
HGNC:16818	PUDP	FAM16AX, HDHD1A, HDHD1	8226
HGNC:20200	PUDPP1	FAM16AY, HDHD1BP, HDHD1P1	327658
HGNC:20195	PUDPP2	FAM16B, HDHD1CP, HDHD1P2	327659
HGNC:38118	PUDPP3	HDHD1DP, HDHD1P3	391242
HGNC:17042	PUF60		22827
HGNC:14957	PUM1		9698
HGNC:14958	PUM2		23369
HGNC:29676	PUM3	KIAA0020	9933
HGNC:9701	PURA		5813
HGNC:9702	PURB		5814
HGNC:17930	PURG		29942
HGNC:48995	PURPL	LINC01021	643401
HGNC:15508	PUS1		80324
HGNC:40706	PUS1-AS1		107984455
HGNC:25461	PUS3		83480
HGNC:26033	PUS7		54517
HGNC:25276	PUS7L		83448
HGNC:49779	PUS7P1		100421790
HGNC:26505	PUS10	CCDC139	150962
HGNC:26914	PUSL1		126789
HGNC:9704	PVALB		5816
HGNC:40053	PVALEF	AATK-AS1	388428
HGNC:9705	PVR	PVS	5817
HGNC:32190	PVRIG		79037
HGNC:48897	PVRIG2P		101752334
HGNC:9709	PVT1		5820
HGNC:30089	PWAR1		145624
HGNC:29998	PWAR4		347745
HGNC:30090	PWAR5		8123
HGNC:49129	PWAR6		100506965
HGNC:30001	PWARSN		347746
HGNC:17015	PWP1		11137
HGNC:9711	PWP2	PWP2H	5822
HGNC:33235	PWRN1		791114
HGNC:33236	PWRN2		791115
HGNC:49131	PWRN3		101928840
HGNC:49130	PWRN4		
HGNC:29406	PWWP2A		114825
HGNC:39709	PWWP2AP1		100129459
HGNC:25150	PWWP2B	PWWP2	170394
HGNC:29641	PWWP3A	MUM1	84939
HGNC:26583	PWWP3B	MUM1L1	139221
HGNC:55197	PWWP4		728317
HGNC:21361	PXDC1	C6orf145	221749
HGNC:14966	PXDN		7837
HGNC:26359	PXDNL		137902
HGNC:23326	PXK		54899
HGNC:9716	PXMP2		5827
HGNC:15920	PXMP4		11264
HGNC:9718	PXN		5829
HGNC:44123	PXN-AS1		100506649
HGNC:18312	PXT1		222659
HGNC:26303	PXYLP1	ACPL2	92370
HGNC:16608	PYCARD		29108
HGNC:45036	PYCARD-AS1	C16orf98, PYCARDOS	100652740
HGNC:9721	PYCR1		5831
HGNC:56889	PYCR1-AS1		
HGNC:30262	PYCR2		29920
HGNC:25846	PYCR3	PYCRL	65263
HGNC:30261	PYDC1		260434
HGNC:33512	PYDC2		152138
HGNC:52874	PYDC2-AS1		103344926
HGNC:53781	PYDC5		107181291
HGNC:9723	PYGB		5834
HGNC:9725	PYGL		5836
HGNC:9726	PYGM		5837
HGNC:30256	PYGO1		26108
HGNC:30257	PYGO2		90780
HGNC:55250	PYGO2-AS1		101928120
HGNC:28894	PYHIN1		149628
HGNC:51820	PYHIN5P		646377
HGNC:30258	PYM1	WIBG	84305
HGNC:26162	PYROXD1		79912
HGNC:23517	PYROXD2	C10orf33	84795
HGNC:44317	PYURF		100996939
HGNC:9748	PYY		5697
HGNC:9749	PYY2		23615
HGNC:31855	PYY3		644059
HGNC:9750	PZP		5858
HGNC:9751	QARS1	QARS	5859
HGNC:9752	QDPR		5860
HGNC:21100	QKI		9444
HGNC:55255	QKILA		101927490
HGNC:28144	QNG1	C9orf64	84267
HGNC:9753	QPCT		25797
HGNC:25952	QPCTL		54814
HGNC:9755	QPRT		23475
HGNC:29982	QRFP		347148
HGNC:15565	QRFPR	GPR103	84109
HGNC:24713	QRICH1		54870
HGNC:25326	QRICH2		84074
HGNC:21020	QRSL1		55278
HGNC:43667	QRSL1P1		730016
HGNC:43668	QRSL1P2		100422330
HGNC:43669	QRSL1P3		100422374
HGNC:26154	QSER1		79832
HGNC:9756	QSOX1	QSCN6	5768
HGNC:30249	QSOX2	QSCN6L1	169714
HGNC:23797	QTRT1		81890
HGNC:39179	QTRT1P1		100420656
HGNC:25771	QTRT2	QTRTD1	79691
HGNC:27329	R3HCC1		203069
HGNC:23512	R3HCC1L	C10orf28	27291
HGNC:9757	R3HDM1	R3HDM	23518
HGNC:29167	R3HDM2		22864
HGNC:55457	R3HDM2-DT		
HGNC:44056	R3HDM2P1		100419742
HGNC:44057	R3HDM2P2		100129694
HGNC:28270	R3HDM4	C19orf22	91300
HGNC:16249	R3HDML		140902
HGNC:55830	R3HDML-AS1		105372629
HGNC:9758	RAB1A	RAB1	5861
HGNC:54644	RAB1AP1		100420571
HGNC:54645	RAB1AP2		643916
HGNC:18370	RAB1B		81876
HGNC:23683	RAB1C		441400
HGNC:9763	RAB2A	RAB2	5862
HGNC:20246	RAB2B		84932
HGNC:9777	RAB3A		5864
HGNC:9778	RAB3B		5865
HGNC:30269	RAB3C		115827
HGNC:9779	RAB3D	GOV	9545
HGNC:17063	RAB3GAP1		22930
HGNC:17168	RAB3GAP2		25782
HGNC:9780	RAB3IL1		5866
HGNC:16508	RAB3IP		117177
HGNC:9781	RAB4A	RAB4	5867
HGNC:55934	RAB4A-AS1		105373159
HGNC:9782	RAB4B		53916
HGNC:44465	RAB4B-EGLN2		100529264
HGNC:9783	RAB5A	RAB5	5868
HGNC:9784	RAB5B		5869
HGNC:9785	RAB5C	RABL	5878
HGNC:55289	RAB5C-AS1		105371781
HGNC:45104	RAB5CP1		100420734
HGNC:45106	RAB5CP2		133789
HGNC:15870	RAB5IF	C20orf24	55969
HGNC:9786	RAB6A	RAB6	5870
HGNC:14902	RAB6B		51560
HGNC:16525	RAB6C		84084
HGNC:49278	RAB6C-AS1		100131320
HGNC:30272	RAB6D		150786
HGNC:9788	RAB7A	RAB7, CMT2B	7879
HGNC:30513	RAB7B		338382
HGNC:7007	RAB8A	MEL	4218
HGNC:30273	RAB8B		51762
HGNC:9792	RAB9A	RAB9	9367
HGNC:38104	RAB9AP1		100287200
HGNC:38106	RAB9AP2		100287542
HGNC:38107	RAB9AP3		100287577
HGNC:38108	RAB9AP4		100288397
HGNC:38109	RAB9AP5		100287234
HGNC:14090	RAB9B		51209
HGNC:9793	RAB9BP1	RAB9P1	9366
HGNC:9759	RAB10		10890
HGNC:9760	RAB11A		8766
HGNC:45188	RAB11AP1		100129731
HGNC:45189	RAB11AP2		
HGNC:9761	RAB11B		9230
HGNC:44178	RAB11B-AS1		100507567
HGNC:30265	RAB11FIP1		80223
HGNC:42366	RAB11FIP1P1		646080
HGNC:29152	RAB11FIP2		22841
HGNC:17224	RAB11FIP3		9727
HGNC:30267	RAB11FIP4		84440
HGNC:24845	RAB11FIP5		26056
HGNC:31332	RAB12		201475
HGNC:9762	RAB13		5872
HGNC:16524	RAB14		51552
HGNC:20150	RAB15		376267
HGNC:16523	RAB17		64284
HGNC:56028	RAB17-DT		105373958
HGNC:14244	RAB18		22931
HGNC:19982	RAB19		401409
HGNC:18260	RAB20		55647
HGNC:18263	RAB21		23011
HGNC:9764	RAB22A		57403
HGNC:14263	RAB23		51715
HGNC:9765	RAB24		53917
HGNC:18238	RAB25		57111
HGNC:14259	RAB26		25837
HGNC:9766	RAB27A		5873
HGNC:9767	RAB27B		5874
HGNC:9768	RAB28		9364
HGNC:50380	RAB28P1		100133203
HGNC:50381	RAB28P2		100129331
HGNC:50382	RAB28P3		100132772
HGNC:51548	RAB28P4		100132871
HGNC:51547	RAB28P5		100128416
HGNC:9789	RAB29	RAB7L, RAB7L1	8934
HGNC:9770	RAB30		27314
HGNC:48672	RAB30-DT	RAB30-AS1	100506233
HGNC:9771	RAB31		11031
HGNC:9772	RAB32		10981
HGNC:9773	RAB33A		9363
HGNC:16075	RAB33B		83452
HGNC:55153	RAB33B-AS1		107984036
HGNC:16519	RAB34		83871
HGNC:9774	RAB35		11021
HGNC:56348	RAB35-AS1		
HGNC:9775	RAB36		9609
HGNC:30268	RAB37		326624
HGNC:9776	RAB38		23682
HGNC:16521	RAB39A	RAB39	54734
HGNC:16499	RAB39B	MRX72, WSN	116442
HGNC:18283	RAB40A		142684
HGNC:25410	RAB40AL		282808
HGNC:18284	RAB40B		10966
HGNC:18285	RAB40C	RASL8C	57799
HGNC:18293	RAB41		347517
HGNC:28702	RAB42		115273
HGNC:19799	RAB42P1	RAB42, RAB42P	646996
HGNC:19983	RAB43		339122
HGNC:33153	RAB43P1	RAB43P	440375
HGNC:21068	RAB44	RASD3, RASL13	401258
HGNC:9794	RABAC1		10567
HGNC:17677	RABEP1		9135
HGNC:24817	RABEP2		79874
HGNC:16896	RABEPK		10244
HGNC:39791	RABEPKP1		100421226
HGNC:17155	RABGAP1		23637
HGNC:24663	RABGAP1L		9910
HGNC:41057	RABGAP1L-AS1		101928696
HGNC:54296	RABGAP1L-DT		102724601
HGNC:41471	RABGAP1L-IT1		
HGNC:17676	RABGEF1		27342
HGNC:55751	RABGEF1P1		493754
HGNC:55752	RABGEF1P2		
HGNC:55753	RABGEF1P3		
HGNC:9795	RABGGTA		5875
HGNC:9796	RABGGTB		5876
HGNC:56479	RABGGTBP1		101180897
HGNC:9797	RABIF	RASGRF3	5877
HGNC:9799	RABL2A		11159
HGNC:9800	RABL2B		11158
HGNC:18072	RABL3		285282
HGNC:24703	RABL6	C9orf86	55684
HGNC:9801	RAC1		5879
HGNC:31001	RAC1P1		387612
HGNC:31414	RAC1P2		442775
HGNC:31833	RAC1P3		492295
HGNC:31113	RAC1P4	RAC4	286472
HGNC:30593	RAC1P5		402183
HGNC:42006	RAC1P6		100422657
HGNC:42007	RAC1P7		
HGNC:42005	RAC1P8		
HGNC:50774	RAC1P9		100422658
HGNC:9802	RAC2		5880
HGNC:9803	RAC3		5881
HGNC:9804	RACGAP1		29127
HGNC:24689	RACGAP1P1	RACGAP1P	83956
HGNC:4399	RACK1	GNB2L1	10399
HGNC:55463	RACK1P1		100422561
HGNC:55464	RACK1P2		100422559
HGNC:55465	RACK1P3		100422562
HGNC:9806	RAD1		5810
HGNC:49479	RAD1P1		100128880
HGNC:49480	RAD1P2		100129690
HGNC:9827	RAD9A	RAD9	5883
HGNC:21700	RAD9B		144715
HGNC:9807	RAD17		5884
HGNC:9808	RAD17P1		9207
HGNC:9809	RAD17P2		9206
HGNC:18278	RAD18		56852
HGNC:9811	RAD21		5885
HGNC:32158	RAD21-AS1	C8orf81, NCRNA00255	644660
HGNC:16271	RAD21L1		642636
HGNC:55032	RAD21P1		392508
HGNC:9812	RAD23A		5886
HGNC:9813	RAD23B		5887
HGNC:44509	RAD23BP1		131185
HGNC:44510	RAD23BP2		100130572
HGNC:9814	RAD23BP3	RAD23BLP	54034
HGNC:9816	RAD50		10111
HGNC:9817	RAD51	RAD51A, RECA	5888
HGNC:48621	RAD51-AS1		100505648
HGNC:16956	RAD51AP1		10635
HGNC:49646	RAD51AP1P1		100420047
HGNC:34417	RAD51AP2		729475
HGNC:9822	RAD51B	RAD51L1	5890
HGNC:9820	RAD51C		5889
HGNC:9823	RAD51D	RAD51L3	5892
HGNC:9824	RAD52		5893
HGNC:54559	RAD52P1		644776
HGNC:17228	RAD54B		25788
HGNC:9826	RAD54L		8438
HGNC:29123	RAD54L2		23132
HGNC:54570	RAD54L2P1		100420273
HGNC:22226	RADIL		55698
HGNC:25486	RADX	CXorf57	55086
HGNC:9828	RAE1		8480
HGNC:16793	RAET1E		135250
HGNC:48994	RAET1E-AS1		100652739
HGNC:16794	RAET1F		353089
HGNC:16795	RAET1G		353091
HGNC:16797	RAET1K		646024
HGNC:16798	RAET1L		154064
HGNC:16799	RAET1M		353094
HGNC:9829	RAF1		5894
HGNC:9830	RAF1P1		348910
HGNC:9831	RAG1		5896
HGNC:9832	RAG2		5897
HGNC:9834	RAI1	SMCR	10743
HGNC:40496	RAI1-AS1		
HGNC:9835	RAI2		10742
HGNC:14873	RAI14		26064
HGNC:55983	RAI14-DT		105374723
HGNC:9839	RALA	RAL	5898
HGNC:9840	RALB		5899
HGNC:9841	RALBP1		10928
HGNC:54696	RALBP1P1		131054
HGNC:54697	RALBP1P2		129522
HGNC:17770	RALGAPA1	GARNL1	253959
HGNC:23203	RALGAPA1P1	GARNL2, GARNL2P, RALGAPA1P	26134
HGNC:16207	RALGAPA2	C20orf74	57186
HGNC:29221	RALGAPB	KIAA1219	57148
HGNC:9842	RALGDS		5900
HGNC:16851	RALGPS1		9649
HGNC:30279	RALGPS2		55103
HGNC:55163	RALGPS2-AS1		646976
HGNC:15921	RALY		22913
HGNC:50743	RALY-AS1		101926888
HGNC:27036	RALYL		138046
HGNC:31022	RAMAC	FAM103A1, RAMMET	83640
HGNC:21234	RAMACL	C6orf119, FAM103A2P, RAMMETL	353267
HGNC:9843	RAMP1		10267
HGNC:9844	RAMP2		10266
HGNC:44358	RAMP2-AS1		100190938
HGNC:9845	RAMP3		10268
HGNC:9846	RAN		5901
HGNC:9847	RANBP1		5902
HGNC:54908	RANBP1P1		389842
HGNC:9848	RANBP2	ANE1	5903
HGNC:9850	RANBP3		8498
HGNC:55312	RANBP3-DT		100128568
HGNC:26353	RANBP3L		202151
HGNC:9851	RANBP6		26953
HGNC:13727	RANBP9		10048
HGNC:29285	RANBP10		57610
HGNC:14428	RANBP17		64901
HGNC:19734	RANBP20P		326627
HGNC:9854	RANGAP1	SD	5905
HGNC:17679	RANGRF		29098
HGNC:21631	RANP1		221547
HGNC:39857	RANP2		
HGNC:39858	RANP3		
HGNC:39859	RANP4		100130621
HGNC:39860	RANP5		100129428
HGNC:39861	RANP6		100128266
HGNC:39862	RANP7		
HGNC:39863	RANP8		100420519
HGNC:39864	RANP9		
HGNC:9855	RAP1A		5906
HGNC:9856	RAP1AP		5907
HGNC:9857	RAP1B		5908
HGNC:55079	RAP1BL		643752
HGNC:49780	RAP1BP1		100506390
HGNC:49781	RAP1BP2		100128179
HGNC:49782	RAP1BP3		100132917
HGNC:9858	RAP1GAP	RAP1GA1	5909
HGNC:29176	RAP1GAP2	GARNL4	23108
HGNC:9859	RAP1GDS1		5910
HGNC:9861	RAP2A	RAP2	5911
HGNC:9862	RAP2B		5912
HGNC:21165	RAP2C		57826
HGNC:40957	RAP2C-AS1		101928578
HGNC:49146	RAP2CP1		
HGNC:4568	RAPGEF1	GRF2	2889
HGNC:16854	RAPGEF2	PDZGEF1	9693
HGNC:16629	RAPGEF3		10411
HGNC:16626	RAPGEF4		11069
HGNC:28081	RAPGEF4-AS1		91149
HGNC:16862	RAPGEF5		9771
HGNC:20655	RAPGEF6	PDZGEF2	51735
HGNC:17428	RAPGEFL1		51195
HGNC:14436	RAPH1	ALS2CR9, ALS2CR18	65059
HGNC:9863	RAPSN		5913
HGNC:9864	RARA		5914
HGNC:49577	RARA-AS1		101929693
HGNC:9865	RARB		5915
HGNC:54077	RARB-AS1		105376997
HGNC:9866	RARG		5916
HGNC:9867	RARRES1		5918
HGNC:9868	RARRES2		5919
HGNC:48700	RARRES2P1		643255
HGNC:48701	RARRES2P2		644425
HGNC:48702	RARRES2P3		
HGNC:48703	RARRES2P4		644881
HGNC:48704	RARRES2P5		
HGNC:48705	RARRES2P6		
HGNC:48709	RARRES2P7		
HGNC:48707	RARRES2P8		642652
HGNC:48708	RARRES2P9		
HGNC:51742	RARRES2P10		
HGNC:51743	RARRES2P11		107075248
HGNC:9870	RARS1	RARS	5917
HGNC:49893	RARS1P1	RARSP1	100419829
HGNC:21406	RARS2	RARSL	57038
HGNC:9871	RASA1	RASA	5921
HGNC:9872	RASA2		5922
HGNC:41376	RASA2-IT1		
HGNC:20331	RASA3		22821
HGNC:39938	RASA3-IT1		
HGNC:23181	RASA4		10156
HGNC:35202	RASA4B		100271927
HGNC:44185	RASA4CP		401331
HGNC:44226	RASA4DP		100133005
HGNC:55754	RASA4EP		
HGNC:9873	RASAL1		8437
HGNC:9874	RASAL2		9462
HGNC:44170	RASAL2-AS1		100302401
HGNC:26129	RASAL3		64926
HGNC:15828	RASD1		51655
HGNC:18229	RASD2		23551
HGNC:26464	RASEF	RAB45	158158
HGNC:24246	RASGEF1A		221002
HGNC:24881	RASGEF1B		153020
HGNC:27400	RASGEF1C		255426
HGNC:9875	RASGRF1	GRF1	5923
HGNC:9876	RASGRF2		5924
HGNC:40499	RASGRF2-AS1		102524628
HGNC:9878	RASGRP1		10125
HGNC:9879	RASGRP2		10235
HGNC:14545	RASGRP3		25780
HGNC:40689	RASGRP3-AS1		105374454
HGNC:18958	RASGRP4		115727
HGNC:24716	RASIP1		54922
HGNC:16954	RASL10A		10633
HGNC:30295	RASL10B		91608
HGNC:23802	RASL11A		387496
HGNC:23804	RASL11B		65997
HGNC:30289	RASL12		51285
HGNC:9882	RASSF1		11186
HGNC:49091	RASSF1-AS1		102060282
HGNC:9883	RASSF2		9770
HGNC:14271	RASSF3		283349
HGNC:55489	RASSF3-DT		105369804
HGNC:20793	RASSF4		83937
HGNC:17609	RASSF5		83593
HGNC:20796	RASSF6		166824
HGNC:1166	RASSF7	C11orf13	8045
HGNC:13232	RASSF8	C12orf2	11228
HGNC:48637	RASSF8-AS1		100506451
HGNC:15739	RASSF9	PAMCI	9182
HGNC:33984	RASSF10		644943
HGNC:54255	RASSF10-DT	LINC02738	105376557
HGNC:30296	RAVER1		125950
HGNC:25577	RAVER2		55225
HGNC:18662	RAX		30062
HGNC:18286	RAX2	RAXL1	84839
HGNC:9884	RB1	OSRC	5925
HGNC:42778	RB1-DT	LINC00441	100862704
HGNC:15574	RB1CC1		9821
HGNC:17680	RBAK		57786
HGNC:42971	RBAK-RBAKDN		100533952
HGNC:33770	RBAKDN		389458
HGNC:9887	RBBP4		5928
HGNC:42368	RBBP4P1		642954
