HGNC ID	Approved symbol	Previous symbols	NCBI Gene ID
HGNC:22926	HCG4P7		353004
HGNC:22927	HCG4P8		353005
HGNC:22928	HCG4P9		353014
HGNC:22930	HCG4P11		353020
HGNC:21243	HCG9		10255
HGNC:30980	HCG9P1		387505
HGNC:30981	HCG9P2		387506
HGNC:30982	HCG9P3		387507
HGNC:30983	HCG9P5		353019
HGNC:17707	HCG11		493812
HGNC:17724	HCG13P		493813
HGNC:18323	HCG14		414760
HGNC:18361	HCG15	HCG16	
HGNC:31339	HCG17		414778
HGNC:31337	HCG18		414777
HGNC:31336	HCG19P		414776
HGNC:31334	HCG20		
HGNC:31335	HCG21		
HGNC:27780	HCG22		285834
HGNC:19713	HCG23		414764
HGNC:23500	HCG24		
HGNC:20196	HCG25		414765
HGNC:29671	HCG26		352961
HGNC:27366	HCG27		253018
HGNC:4840	HCK		3055
HGNC:4844	HCLS1		3059
HGNC:4845	HCN1	BCNG1	348980
HGNC:4846	HCN2	BCNG2	610
HGNC:19183	HCN3		57657
HGNC:16882	HCN4		10021
HGNC:21659	HCP5		10866
HGNC:30984	HCP5B	HCP5P10	352990
HGNC:4847	HCRT		3060
HGNC:4848	HCRTR1		3061
HGNC:4849	HCRTR2		3062
HGNC:16977	HCST	PIK3AP	10870
HGNC:4852	HDAC1	RPD3L1	3065
HGNC:45190	HDAC1P1		100419595
HGNC:45191	HDAC1P2		100419489
HGNC:4853	HDAC2		3066
HGNC:43590	HDAC2-AS2		101927768
HGNC:4854	HDAC3		8841
HGNC:14063	HDAC4	BDMR	9759
HGNC:54064	HDAC4-AS1		101928111
HGNC:14068	HDAC5		10014
HGNC:14064	HDAC6		10013
HGNC:14067	HDAC7	HDAC7A	51564
HGNC:13315	HDAC8	HDACL1, WTS, MRXS6	55869
HGNC:14065	HDAC9		9734
HGNC:40664	HDAC9-AS1		105375176
HGNC:18128	HDAC10		83933
HGNC:19086	HDAC11		79885
HGNC:40868	HDAC11-AS1		100874101
HGNC:4855	HDC		3067
HGNC:21078	HDDC2	C6orf74	51020
HGNC:30522	HDDC3		374659
HGNC:4856	HDGF		3068
HGNC:21095	HDGFL1	PWWP1	154150
HGNC:14680	HDGFL2		84717
HGNC:24937	HDGFL3		50810
HGNC:54965	HDGFL3P1		
HGNC:31836	HDGFP1	HDGFP	474167
HGNC:25364	HDHD2		84064
HGNC:28171	HDHD3	C9orf158	81932
HGNC:1843	HDHD5	CECR5	27440
HGNC:1842	HDHD5-AS1	CECR4, CECR5-AS1	100130717
HGNC:4857	HDLBP	VGL	3069
HGNC:56103	HDLBP-AS1		101927509
HGNC:26411	HDX	CXorf43	139324
HGNC:25517	HEATR1		55127
HGNC:26087	HEATR3		55027
HGNC:55406	HEATR3-AS1		
HGNC:16761	HEATR4		399671
HGNC:20276	HEATR5A	C14orf125	25938
HGNC:55552	HEATR5A-DT		101927124
HGNC:29273	HEATR5B		54497
HGNC:24076	HEATR6		63897
HGNC:52929	HEATR6-DT		105371849
HGNC:26548	HEATR9	C17orf66	256957
HGNC:17176	HEBP1		50865
HGNC:15716	HEBP2	C6orf34	23593
HGNC:54784	HEBP2P1		100128759
HGNC:21041	HECA		51696
HGNC:20157	HECTD1		25831
HGNC:26736	HECTD2		143279
HGNC:48679	HECTD2-AS1		100188947
HGNC:26117	HECTD3		79654
HGNC:26611	HECTD4	C12orf51	283450
HGNC:22195	HECW1		23072
HGNC:41465	HECW1-IT1		100127950
HGNC:29853	HECW2		57520
HGNC:54062	HECW2-AS1		101927482
HGNC:29227	HEG1		57493
HGNC:45049	HEIH		100859930
HGNC:17196	HELB		92797
HGNC:43984	HELLPAR		101101692
HGNC:4861	HELLS		3070
HGNC:18536	HELQ		113510
HGNC:33783	HELT		391723
HGNC:16878	HELZ		9931
HGNC:55319	HELZ-AS1		101928021
HGNC:30021	HELZ2		85441
HGNC:17509	HEMGN		55363
HGNC:24923	HEMK1		51409
HGNC:26400	HENMT1	C1orf59	113802
HGNC:26361	HEPACAM		220296
HGNC:27364	HEPACAM2		253012
HGNC:56244	HEPFAL	LINC03038	124905036
HGNC:4866	HEPH		9843
HGNC:30477	HEPHL1		341208
HGNC:34400	HEPN1		641654
HGNC:4867	HERC1		8925
HGNC:4868	HERC2		8924
HGNC:4869	HERC2P1		8917
HGNC:4870	HERC2P2		400322
HGNC:4871	HERC2P3		283755
HGNC:4872	HERC2P4		100289574
HGNC:4873	HERC2P5		388254
HGNC:4874	HERC2P6		8918
HGNC:4875	HERC2P7		100132101
HGNC:38747	HERC2P8		440366
HGNC:30495	HERC2P9		440248
HGNC:39056	HERC2P10		390561
HGNC:49882	HERC2P11		100996738
HGNC:4876	HERC3		8916
HGNC:24521	HERC4		26091
HGNC:24368	HERC5		51191
HGNC:26072	HERC6		55008
HGNC:13744	HERPUD1		9709
HGNC:21915	HERPUD2		64224
HGNC:55258	HERPUD2-AS1		101930085
HGNC:5192	HES1	HRY	3280
HGNC:16005	HES2		54626
HGNC:26226	HES3		390992
HGNC:24149	HES4		57801
HGNC:19764	HES5		388585
HGNC:18254	HES6		55502
HGNC:15977	HES7		84667
HGNC:4877	HESX1		8820
HGNC:4878	HEXA		3073
HGNC:25810	HEXA-AS1	C15orf34	80072
HGNC:4879	HEXB		3074
HGNC:26307	HEXD	HEXDC	284004
HGNC:43650	HEXD-IT1	HEXDC-IT1	100505970
HGNC:24953	HEXIM1		10614
HGNC:28591	HEXIM2		124790
HGNC:55857	HEXIM2-AS1		112268203
HGNC:4880	HEY1		23462
HGNC:4881	HEY2		23493
HGNC:55652	HEY2-AS1		105377986
HGNC:4882	HEYL		26508
HGNC:4886	HFE		3077
HGNC:55168	HFE-AS1		108783645
HGNC:20193	HFM1	SEC63D1	164045
HGNC:4892	HGD	AKU	3081
HGNC:4893	HGF	DFNB39	3082
HGNC:4894	HGFAC		3083
HGNC:24161	HGH1	C8orf30A, FAM203B, C8orf30B, FAM203A	51236
HGNC:4897	HGS		9146
HGNC:26527	HGSNAT	TMEM76	138050
HGNC:18270	HHAT		55733
HGNC:13242	HHATL	C3orf3, GUP1	57467
HGNC:42439	HHATL-AS1		
HGNC:4901	HHEX	PRHX	3087
HGNC:14866	HHIP		64399
HGNC:44182	HHIP-AS1		646576
HGNC:19710	HHIPL1	KIAA1822	84439
HGNC:25842	HHIPL2	KIAA1822L	79802
HGNC:4904	HHLA1	PLA2L	10086
HGNC:4905	HHLA2		11148
HGNC:4907	HIBADH		11112
HGNC:4908	HIBCH		26275
HGNC:4909	HIC1		3090
HGNC:18595	HIC2		23119
HGNC:15736	HID1	C17orf28	283987
HGNC:51181	HID1-AS1		102723641
HGNC:4910	HIF1A		3091
HGNC:43014	HIF1A-AS1		100750246
HGNC:43015	HIF1A-AS2		100750247
HGNC:54284	HIF1A-AS3		105370526
HGNC:17113	HIF1AN		55662
HGNC:43016	HIF1AP1		100874523
HGNC:15825	HIF3A		64344
HGNC:29527	HIGD1A		25994
HGNC:22804	HIGD1AP1	HIGD1D, HIGD1DP	100129086
HGNC:42642	HIGD1AP2		100874450
HGNC:42998	HIGD1AP3		100859920
HGNC:43000	HIGD1AP4		
HGNC:42999	HIGD1AP5		100289300
HGNC:43001	HIGD1AP6		100874436
HGNC:43002	HIGD1AP7		
HGNC:43003	HIGD1AP8		
HGNC:43004	HIGD1AP9		
HGNC:43005	HIGD1AP10		100287960
HGNC:43006	HIGD1AP11		
HGNC:43007	HIGD1AP12		100130383
HGNC:43008	HIGD1AP13		100874454
HGNC:43009	HIGD1AP14		
HGNC:43010	HIGD1AP15		
HGNC:43011	HIGD1AP16		
HGNC:43012	HIGD1AP17		100874477
HGNC:43013	HIGD1AP18		
HGNC:24318	HIGD1B		51751
HGNC:28044	HIGD1C		613227
HGNC:28311	HIGD2A		192286
HGNC:54793	HIGD2AP1		100289360
HGNC:54794	HIGD2AP2		112268442
HGNC:26984	HIGD2B	HIGD2BP	123346
HGNC:26938	HIKESHI	C11orf73	51501
HGNC:54901	HIKESHIP1		100217367
HGNC:54902	HIKESHIP2		
HGNC:54904	HIKESHIP3		
HGNC:28859	HILPDA	C7orf68	29923
HGNC:55641	HILPDA-AS1		102724660
HGNC:17850	HINFP	MIZF	25988
HGNC:4912	HINT1	PRKCNH1, HINT	3094
HGNC:18467	HINT1P1		730647
HGNC:38049	HINT1P2		100233146
HGNC:18344	HINT2		84681
HGNC:50311	HINT2P1		101929471
HGNC:18468	HINT3		135114
HGNC:4913	HIP1		3092
HGNC:18415	HIP1R		9026
HGNC:19006	HIPK1		204851
HGNC:50576	HIPK1-AS1		101928846
HGNC:14402	HIPK2		28996
HGNC:4915	HIPK3		10114
HGNC:19007	HIPK4		147746
HGNC:4916	HIRA	TUPLE1	7290
HGNC:44916	HIRAP1		100422545
HGNC:4917	HIRIP3		8479
HGNC:49467	HISLA	LINC01146	283587
HGNC:4920	HIVEP1	ZNF40	3096
HGNC:4921	HIVEP2		3097
HGNC:55724	HIVEP2-DT		107986655
HGNC:13561	HIVEP3		59269
HGNC:25444	HJURP		55355
HGNC:4887	HJV	HFE2	148738
HGNC:4922	HK1		3098
HGNC:4923	HK2		3099
HGNC:55204	HK2-DT		
HGNC:4924	HK2P1	HK2P	642546
HGNC:4925	HK3		3101
HGNC:23302	HKDC1		80201
HGNC:4931	HLA-A		3105
HGNC:4932	HLA-B	AS	3106
HGNC:4933	HLA-C	HLA-JY3, D6S204, PSORS1	3107
HGNC:4934	HLA-DMA		3108
HGNC:4935	HLA-DMB		3109
HGNC:4936	HLA-DOA	HLA-DZA, HLA-DNA	3111
HGNC:4937	HLA-DOB		3112
HGNC:4938	HLA-DPA1	HLA-DP1A	3113
HGNC:4939	HLA-DPA2	HLA-DP2A	646702
HGNC:19393	HLA-DPA3		267013
HGNC:4940	HLA-DPB1	HLA-DP1B	3115
HGNC:4941	HLA-DPB2	HLA-DP2B	3116
HGNC:4942	HLA-DQA1	HLA-DQA	3117
HGNC:56667	HLA-DQA1-AS1		124901301
HGNC:4943	HLA-DQA2	HLA-DXA	3118
HGNC:4944	HLA-DQB1	HLA-DQB	3119
HGNC:39762	HLA-DQB1-AS1		
HGNC:4945	HLA-DQB2	HLA-DXB	3120
HGNC:4946	HLA-DQB3	HLA-DVB	3121
HGNC:4947	HLA-DRA	HLA-DRA1	3122
HGNC:4948	HLA-DRB1	HLA-DR1B	3123
HGNC:4950	HLA-DRB2	HLA-DR2B	3124
HGNC:4951	HLA-DRB3	HLA-DR3B	3125
HGNC:4952	HLA-DRB4	HLA-DR4B	3126
HGNC:4953	HLA-DRB5		3127
HGNC:4954	HLA-DRB6		3128
HGNC:4955	HLA-DRB7		3129
HGNC:4956	HLA-DRB8		3130
HGNC:4957	HLA-DRB9	HLA-DRB1L, HLA-DR1BL	3132
HGNC:4962	HLA-E		3133
HGNC:4963	HLA-F		3134
HGNC:26645	HLA-F-AS1		285830
HGNC:4964	HLA-G		3135
HGNC:4965	HLA-H		3136
HGNC:4967	HLA-J	HLA-CDA12, D6S203	3137
HGNC:4969	HLA-K	HLAK, HLA70	3138
HGNC:4970	HLA-L	HLA92, HLAL	3139
HGNC:19406	HLA-N		267014
HGNC:21196	HLA-P	C6orf101, HLA-90	352963
HGNC:19395	HLA-S		267015
HGNC:23478	HLA-T	HLA-16	352964
HGNC:23477	HLA-U	HLA-21	352965
HGNC:23482	HLA-V	HLA-75	352962
HGNC:23425	HLA-W	HLA-80	352966
HGNC:19385	HLA-X		267016
HGNC:33913	HLA-Y		100127173
HGNC:19394	HLA-Z		267017
HGNC:4976	HLCS		3141
HGNC:55850	HLCS-AS1		
HGNC:41343	HLCS-IT1		
HGNC:4977	HLF		3131
HGNC:41922	HLFP1		
HGNC:56713	HLMR1		100507389
HGNC:11099	HLTF	SNF2L3, SMARCA3	6596
HGNC:40554	HLTF-AS1		100873945
HGNC:4978	HLX	HLX1	3142
HGNC:42509	HLX-AS1		100873924
HGNC:16435	HM13		81502
HGNC:41940	HM13-AS1		
HGNC:41424	HM13-IT1		
HGNC:26137	HMBOX1		79618
HGNC:43632	HMBOX1-IT1		
HGNC:4982	HMBS	PBGD, UPS, PORC	3145
HGNC:24446	HMCES	C3orf37	56941
HGNC:19194	HMCN1	ARMD1	83872
HGNC:21293	HMCN2		256158
HGNC:5001	HMG20A		10363
HGNC:5002	HMG20B		10362
HGNC:5010	HMGA1	HMGIY	3159
HGNC:13321	HMGA1P1	HMGA1L1	203477
HGNC:13322	HMGA1P2	HMGA1L2	171559
HGNC:13323	HMGA1P3	HMGA1L3	144712
HGNC:39093	HMGA1P4		100506080
HGNC:19120	HMGA1P5	HMGA1L5	387063
HGNC:19121	HMGA1P6	HMGA1L6	100130029
HGNC:19122	HMGA1P7	HMGA1L7	387065
HGNC:39183	HMGA1P8		100130009
HGNC:5009	HMGA2	HMGIC	8091
HGNC:53973	HMGA2-AS1		100129940
HGNC:4983	HMGB1	HMG1	3146
HGNC:4993	HMGB1P1	HMG1L1, HMGB1L1	10357
HGNC:4995	HMGB1P3	HMG1L3, HMGB1L3	10356
HGNC:4996	HMGB1P4	HMG1L4, HMG1L4P, HMGB1L4	10355
HGNC:4997	HMGB1P5	HMG1L5, HMGB1L15, HMGB1P2, HMGB1L5	10354
HGNC:4998	HMGB1P6	HMG1L6, HMGB1L6	645292
HGNC:39096	HMGB1P7		100420044
HGNC:13319	HMGB1P8	HMG1L8, HMGB1L8	692147
HGNC:13320	HMGB1P9	HMG1L9, HMGB1L9	654503
HGNC:4994	HMGB1P10	HMG1L10, HMGB1L10	100130561
HGNC:13316	HMGB1P11	HMGB1L11	100419996
HGNC:13317	HMGB1P12	HMGB1L12	100129723
HGNC:13318	HMGB1P13	HMGB1L13	100129706
HGNC:20014	HMGB1P14	HMGB1P, HMGB1L14	319130
HGNC:39097	HMGB1P15		644129
HGNC:39098	HMGB1P16		646577
HGNC:39099	HMGB1P17		100419974
HGNC:39100	HMGB1P18		646526
HGNC:39101	HMGB1P19		100419979
HGNC:39103	HMGB1P20		100128227
HGNC:39106	HMGB1P21		100419947
HGNC:39107	HMGB1P22		644659
HGNC:39114	HMGB1P23		100873891
HGNC:39115	HMGB1P24		100420063
HGNC:39116	HMGB1P25		644651
HGNC:39117	HMGB1P26		645201
HGNC:39118	HMGB1P27		100527948
HGNC:39119	HMGB1P28		100133310
HGNC:39120	HMGB1P29		100873892
HGNC:39121	HMGB1P30		100873893
HGNC:39122	HMGB1P31		
HGNC:39123	HMGB1P32		100419995
HGNC:39124	HMGB1P33		100873905
HGNC:23342	HMGB1P34		100420100
HGNC:39175	HMGB1P35		100419950
HGNC:39176	HMGB1P36		100419968
HGNC:39184	HMGB1P37		100132863
HGNC:39185	HMGB1P38		
HGNC:39186	HMGB1P39		100419972
HGNC:39187	HMGB1P40		100506595
HGNC:39188	HMGB1P41		
HGNC:39189	HMGB1P42		100873906
HGNC:39191	HMGB1P43		100420041
HGNC:39275	HMGB1P44		100130279
HGNC:39277	HMGB1P45		100129919
HGNC:39279	HMGB1P46		100419978
HGNC:39280	HMGB1P47		100873897
HGNC:39281	HMGB1P48		100128639
HGNC:39282	HMGB1P49		100420013
HGNC:52368	HMGB1P50		109729125
HGNC:52369	HMGB1P51		109729159
HGNC:5000	HMGB2	HMG2	3148
HGNC:39174	HMGB2P1		729119
HGNC:5004	HMGB3	HMG4	3149
HGNC:16240	HMGB3P1	HMG4L, HMGB3L1	128872
HGNC:16574	HMGB3P2	HMG4L2, HMGB3L2	128879
HGNC:39102	HMGB3P3		100419949
HGNC:39104	HMGB3P4		100873890
HGNC:39105	HMGB3P5		645360
HGNC:39283	HMGB3P6		729952
HGNC:39299	HMGB3P7		100420033
HGNC:39300	HMGB3P8		100506039
HGNC:39301	HMGB3P9		
HGNC:39302	HMGB3P10		100129320
HGNC:39303	HMGB3P11		644442
HGNC:39304	HMGB3P12		
HGNC:39305	HMGB3P13		100289158
HGNC:39306	HMGB3P14		
HGNC:39307	HMGB3P15		644429
HGNC:39308	HMGB3P16		
HGNC:39309	HMGB3P17		100419948
HGNC:39310	HMGB3P18		644502
HGNC:39311	HMGB3P19		729635
HGNC:39312	HMGB3P20		442661
HGNC:39313	HMGB3P21		
HGNC:39314	HMGB3P22		729595
HGNC:39315	HMGB3P23		100288563
HGNC:39316	HMGB3P24		646993
HGNC:39317	HMGB3P25		
HGNC:39318	HMGB3P26		100130405
HGNC:39319	HMGB3P27		441795
HGNC:39320	HMGB3P28		100131036
HGNC:39321	HMGB3P29		100420015
HGNC:39333	HMGB3P30		203510
HGNC:39334	HMGB3P31		392545
HGNC:39335	HMGB3P32		100507549
HGNC:24954	HMGB4		127540
HGNC:5005	HMGCL		3155
HGNC:21359	HMGCLL1		54511
HGNC:5006	HMGCR		3156
HGNC:5007	HMGCS1	HMGCS	3157
HGNC:5008	HMGCS2		3158
HGNC:4984	HMGN1	HMG14	3150
HGNC:20015	HMGN1P1	HMGN1L1	319131
HGNC:4985	HMGN1P2	HMG14P, HMGN1L2	54048
HGNC:23343	HMGN1P3		100036574
HGNC:39336	HMGN1P4		100036575
HGNC:39348	HMGN1P5		
HGNC:39349	HMGN1P6		
HGNC:39350	HMGN1P7		100129555
HGNC:39351	HMGN1P8		
HGNC:39352	HMGN1P9		
HGNC:39353	HMGN1P10		
HGNC:39355	HMGN1P11		644534
HGNC:39356	HMGN1P12		
HGNC:39357	HMGN1P13		
HGNC:39358	HMGN1P14		
HGNC:39359	HMGN1P15		
HGNC:39360	HMGN1P16		
HGNC:39361	HMGN1P17		
HGNC:39362	HMGN1P18		
HGNC:39363	HMGN1P19		
HGNC:39364	HMGN1P20		
HGNC:39365	HMGN1P21		728325
HGNC:39366	HMGN1P22		
HGNC:39367	HMGN1P23		
HGNC:39368	HMGN1P24		
HGNC:39369	HMGN1P25		100507124
HGNC:39370	HMGN1P26		100128015
HGNC:39371	HMGN1P27		
HGNC:39372	HMGN1P28		
HGNC:39373	HMGN1P29		100885865
HGNC:39374	HMGN1P30		100132992
HGNC:39375	HMGN1P31		728111
HGNC:39376	HMGN1P32		
HGNC:39377	HMGN1P33		
HGNC:39378	HMGN1P34		
HGNC:39379	HMGN1P35		
HGNC:39380	HMGN1P36		728851
HGNC:39421	HMGN1P37		728776
HGNC:39422	HMGN1P38		643790
HGNC:4986	HMGN2	HMG17	3151
HGNC:19930	HMGN2P1	HMGN2P, HMGN2L1	319132
HGNC:20016	HMGN2P2	HMGN2L2	317726
HGNC:33566	HMGN2P3	HMGN2L3	728632
HGNC:33567	HMGN2P4	HMGN2L4	643744
HGNC:33568	HMGN2P5	HMGN2L5	727795
HGNC:33574	HMGN2P6	HMGN2L6	643872
HGNC:33575	HMGN2P7	HMGN2L7	644498
HGNC:31662	HMGN2P8	HMGN2L8	100288691
HGNC:4987	HMGN2P9	HMG17L1, HMGN2L9	23605
HGNC:4988	HMGN2P10	HMG17L2, HMGN2L10	23606
HGNC:4990	HMGN2P11	HMG17P1, HMGN2L11	3152
HGNC:4991	HMGN2P12	HMG17P2, HMGN2L12	3153
HGNC:33557	HMGN2P13		100289682
HGNC:23341	HMGN2P14		
HGNC:39020	HMGN2P15		100288165
HGNC:31330	HMGN2P16	HMGN2L	728234
HGNC:39381	HMGN2P17		100113373
HGNC:39382	HMGN2P18		648822
HGNC:39383	HMGN2P19		
HGNC:39385	HMGN2P20		646049
HGNC:39386	HMGN2P21		
HGNC:39387	HMGN2P22		
HGNC:39388	HMGN2P23		100874469
HGNC:39389	HMGN2P24		729505
HGNC:39392	HMGN2P25		729687
HGNC:39393	HMGN2P26		
HGNC:39394	HMGN2P27		
HGNC:39395	HMGN2P28		100128372
HGNC:39396	HMGN2P29		100874472
HGNC:39397	HMGN2P30		100131183
HGNC:39398	HMGN2P31		645930
HGNC:39403	HMGN2P32		
HGNC:39404	HMGN2P33		100874474
HGNC:39405	HMGN2P34		
HGNC:39406	HMGN2P35		
HGNC:39407	HMGN2P36		
HGNC:39408	HMGN2P37		
HGNC:39409	HMGN2P38		100874482
HGNC:39410	HMGN2P39		
HGNC:39411	HMGN2P40		100874484
HGNC:39412	HMGN2P41		729564
HGNC:39413	HMGN2P42		100874485
HGNC:39414	HMGN2P43		
HGNC:39415	HMGN2P44		
HGNC:39416	HMGN2P45		
HGNC:26817	HMGN2P46	C15orf21	283651
HGNC:44422	HMGN2P47		106480791
HGNC:55157	HMGN2P48		100129956
HGNC:12312	HMGN3	TRIP7	9324
HGNC:48984	HMGN3-AS1		100288198
HGNC:39206	HMGN3P1		100289191
HGNC:4989	HMGN4	HMG17L3	10473
HGNC:8013	HMGN5	NSBP1	79366
HGNC:28982	HMGXB3	HMGX3	22993
HGNC:5003	HMGXB4	HMG2L1	10042
HGNC:29677	HMHB1		57824
HGNC:5012	HMMR		3161
HGNC:49149	HMMR-AS1		101927813
HGNC:5013	HMOX1		3162
HGNC:5014	HMOX2		3163
HGNC:23037	HMSD	C18orf53	284293
HGNC:5017	HMX1		3166
HGNC:5018	HMX2		3167
HGNC:5019	HMX3		340784
HGNC:11621	HNF1A	MODY3, TCF1	6927
HGNC:26785	HNF1A-AS1	C12orf27, NCRNA00262	283460
HGNC:11630	HNF1B	TCF2	6928
HGNC:5024	HNF4A	TCF14, MODY, MODY1	3172
HGNC:49505	HNF4A-AS1		101927219
HGNC:5026	HNF4G		3174
HGNC:35417	HNF4GP1		100130462
HGNC:5028	HNMT		3176
HGNC:5030	HNRNPA0	HNRPA0	10949
HGNC:5031	HNRNPA1	HNRPA1	3178
HGNC:27067	HNRNPA1L2		144983
HGNC:48778	HNRNPA1L3	HNRNPA1P48	642659
HGNC:13957	HNRNPA1P1	HNRPA1P1	645950
HGNC:13958	HNRNPA1P2	HNRPA1P2	100131609
HGNC:16567	HNRNPA1P3	HNRPA1P3	170524
HGNC:32234	HNRNPA1P4	HNRPA1P4	389674
HGNC:15787	HNRNPA1P5		100506712
HGNC:5032	HNRNPA1P6	HNRPA1L, HNRNPA1L, HNRNPA1L1	729423
HGNC:31015	HNRNPA1P7	HNRPA1L3	388275
HGNC:39126	HNRNPA1P8		402562
HGNC:39127	HNRNPA1P9		100421389
HGNC:39128	HNRNPA1P10		664709
HGNC:39129	HNRNPA1P11		100128044
HGNC:39130	HNRNPA1P12		644037
HGNC:39131	HNRNPA1P13		100131130
HGNC:39132	HNRNPA1P14		100421351
HGNC:39133	HNRNPA1P15		100421353
HGNC:39134	HNRNPA1P16		440396
HGNC:39135	HNRNPA1P17		100421376
HGNC:39445	HNRNPA1P18		100874400
HGNC:39537	HNRNPA1P19		100874402
HGNC:39538	HNRNPA1P20		344741
HGNC:39539	HNRNPA1P21		344697
HGNC:39540	HNRNPA1P22		729102
HGNC:39541	HNRNPA1P23		100130002
HGNC:39542	HNRNPA1P24		100874396
HGNC:39543	HNRNPA1P25		100131983
HGNC:39544	HNRNPA1P26		664722
HGNC:39545	HNRNPA1P27		664721
HGNC:39546	HNRNPA1P28		100288038
HGNC:39547	HNRNPA1P29		100421424
HGNC:39548	HNRNPA1P30		440125
HGNC:39549	HNRNPA1P31		100506925
HGNC:44958	HNRNPA1P32		645940
HGNC:44990	HNRNPA1P33		728643
HGNC:48763	HNRNPA1P34		100996501
HGNC:48764	HNRNPA1P35		645691
HGNC:48765	HNRNPA1P36		100128836
HGNC:48766	HNRNPA1P37		100421379
HGNC:48767	HNRNPA1P38		100421384
HGNC:48768	HNRNPA1P39		402112
HGNC:48769	HNRNPA1P40		100129920
HGNC:48770	HNRNPA1P41		100128701
HGNC:48771	HNRNPA1P42		100287266
HGNC:48772	HNRNPA1P43		400769
HGNC:48774	HNRNPA1P44		100421432
HGNC:48775	HNRNPA1P45		100130660
HGNC:48776	HNRNPA1P46		100421399
HGNC:48777	HNRNPA1P47		100287191
HGNC:48779	HNRNPA1P49		
HGNC:48780	HNRNPA1P50		728170
HGNC:48781	HNRNPA1P51		729366
HGNC:48782	HNRNPA1P52		645001
HGNC:48783	HNRNPA1P53		728732
HGNC:48784	HNRNPA1P54		100421398
HGNC:48785	HNRNPA1P55		642958
HGNC:48786	HNRNPA1P56		391670
HGNC:48787	HNRNPA1P57		101060039
HGNC:48788	HNRNPA1P58		100289286
HGNC:48789	HNRNPA1P59		730246
HGNC:48790	HNRNPA1P60		120364
HGNC:48791	HNRNPA1P61		100288283
HGNC:48792	HNRNPA1P62		
HGNC:48793	HNRNPA1P63		645436
HGNC:48794	HNRNPA1P64		100129325
HGNC:48795	HNRNPA1P65		
HGNC:48796	HNRNPA1P66		391378
HGNC:48797	HNRNPA1P67		728019
HGNC:48798	HNRNPA1P68		100421397
HGNC:48799	HNRNPA1P69		
HGNC:48800	HNRNPA1P70		341333
HGNC:48801	HNRNPA1P71		100421433
HGNC:48802	HNRNPA1P72		
HGNC:48803	HNRNPA1P73		100129606
HGNC:48804	HNRNPA1P74		100421430
HGNC:48805	HNRNPA1P75		
HGNC:48806	HNRNPA1P76		
HGNC:48807	HNRNPA1P77		100421378
HGNC:5033	HNRNPA2B1	HNRPA2B1	3181
HGNC:24941	HNRNPA3	HNRPA3	220988
HGNC:13729	HNRNPA3P1	HNRPA3, HNRPA3P1	10151
HGNC:16605	HNRNPA3P2	HNRPA3P, HNRPA3P2	170526
HGNC:39772	HNRNPA3P3		643689
HGNC:39773	HNRNPA3P4		389395
HGNC:39774	HNRNPA3P5		387933
HGNC:48495	HNRNPA3P6		653115
HGNC:48496	HNRNPA3P7		100421357
HGNC:48497	HNRNPA3P8		100129557
HGNC:48755	HNRNPA3P9		100421415
HGNC:48756	HNRNPA3P10		100421413
HGNC:48757	HNRNPA3P11		100421431
HGNC:48758	HNRNPA3P12		100421395
HGNC:48759	HNRNPA3P13		441026
HGNC:48760	HNRNPA3P14		729817
HGNC:48761	HNRNPA3P15		
HGNC:48762	HNRNPA3P16		100421451
HGNC:56917	HNRNPA3P17		
HGNC:5034	HNRNPAB	HNRPAB	3182
HGNC:48744	HNRNPABP1		390294
HGNC:5035	HNRNPC	HNRPC	3183
HGNC:29295	HNRNPCL1	HNRPCL1	343069
HGNC:48813	HNRNPCL2	HNRNPCP5	440563
HGNC:51235	HNRNPCL3		649330
HGNC:51333	HNRNPCL4		101060301
HGNC:20017	HNRNPCP1	HNRPCP	319133
HGNC:48814	HNRNPCP2		653447
HGNC:48815	HNRNPCP3		646956
HGNC:48816	HNRNPCP4		100421828
HGNC:48817	HNRNPCP6		100421794
HGNC:48818	HNRNPCP7		100127907
HGNC:48819	HNRNPCP8		100131842
HGNC:48820	HNRNPCP9		100130196
HGNC:48821	HNRNPCP10		100129229
HGNC:5036	HNRNPD	AUF1, HNRPD	3184
HGNC:55205	HNRNPD-DT		101928963
HGNC:5037	HNRNPDL	HNRPDL, LGMD1G	9987
HGNC:48752	HNRNPDLP1		100128595
HGNC:48753	HNRNPDLP2		100128061
HGNC:48754	HNRNPDLP3		106481662
HGNC:48808	HNRNPDLP4		100421657
HGNC:48809	HNRNPDLP5		112351742
HGNC:5038	HNRNPDP1	HNRPDP, HNRNPDP	8251
HGNC:48749	HNRNPDP2		
HGNC:5039	HNRNPF	HNRPF	3185
HGNC:48812	HNRNPFP1		644449
HGNC:5041	HNRNPH1	HNRPH1	3187
HGNC:48751	HNRNPH1P1		100132803
HGNC:48810	HNRNPH1P2		100129368
HGNC:48811	HNRNPH1P3		402216
HGNC:5042	HNRNPH2	HNRPH2	3188
HGNC:5043	HNRNPH3	HNRPH3	3189
HGNC:48750	HNRNPH3P1		
HGNC:5044	HNRNPK	HNRPK	3190
HGNC:56061	HNRNPK-AS1		
HGNC:42374	HNRNPKP1		389322
HGNC:42375	HNRNPKP2		389053
HGNC:42376	HNRNPKP3		399881
HGNC:42377	HNRNPKP4		644063
HGNC:42378	HNRNPKP5		
